Independent,Relationship ID,P-Value,Relationship,Dependent,Type,Supported,Hypothesis ID,Mediator/Moderator,Source ID
51631,1368,0.999,No effect,51630,Regular,,6757-2,,6757
51631,1369,0.207999999999999,No effect,24400,Regular,,6757-2,,6757
51631,1370,0.056,No effect,24399,Regular,,6757-2,,6757
51631,1371,0.0179999999999999,Positive,24397,Regular,,6757-3,,6757
51631,1372,0.001,Negative,24398,Regular,,6757-3,,6757
51631,1373,0.0259999999999999,Positive,51630,Regular,,6757-3,,6757
51631,1374,0.001,Positive,24400,Regular,,6757-3,,6757
51631,1375,0.001,Negative,24399,Regular,,6757-3,,6757
24396,1376,0.136,No effect,24397,Regular,,6757-4,,6757
24396,1377,0.587999999999999,No effect,24398,Regular,,6757-4,,6757
24396,1378,0.529,No effect,51630,Regular,,6757-4,,6757
24396,1379,0.463,No effect,24400,Regular,,6757-4,,6757
24396,1380,No,No effect,24399,Regular,,6757-4,,6757
51629,1381,0.571999999999999,No effect,24397,Regular,,6757-4,,6757
51629,1382,0.681,No effect,24398,Regular,,6757-4,,6757
51629,1383,0.79,No effect,51630,Regular,,6757-4,,6757
51629,1384,0.899,No effect,24400,Regular,,6757-4,,6757
51629,1385,No,No effect,24399,Regular,,6757-4,,6757
24401,1386,0.001,Has effect,24403,Regular,,6758-1a,,6758
24401,1387,0.001,Has effect,24403,Regular,,6758-1b,,6758
24401,1388,0.05,Has effect,24403,Regular,,6758-1c,,6758
24401,1389,0.001,Has effect,24404,Regular,,6758-2a,,6758
24401,1390,0.001,Has effect,24404,Regular,,6758-2b,,6758
24401,1391,0.05,Has effect,24404,Regular,,6758-2c,,6758
24403,1392,0.001,Positive,24404,Regular,,6758-3,,6758
24404,1393,0.001,Positive,24405,Regular,,6758-4a,,6758
24401,1394,0.001,Positive,24405,Regular,,6758-4b,,6758
24452,1395,No,Negative,24451,Regular,,6759-1a,,6759
24453,1396,0.01,Negative,24451,Regular,,6759-1b,,6759
24454,1397,No,Positive,24452,Regular,,6759-2a,,6759
24454,1398,0.01,Positive,24453,Regular,,6759-2b,,6759
24456,1399,0.01,Positive,24452,Regular,,6759-3a,,6759
24456,1400,0.05,Positive,24453,Regular,,6759-3b,,6759
24455,1401,0.001,Positive,24452,Regular,,6759-4a,,6759
24455,1402,0.01,Positive,24453,Regular,,6759-4b,,6759
26006,1403,0.01,Positive,26005,Regular,,6760-1,,6760
26011,1404,0.01,Positive,26006,Regular,,6760-2,,6760
26015,1405,0.01,Positive,26006,Regular,,6760-3,,6760
26017,1406,0.01,Positive,26006,Regular,,6760-4,,6760
26017,1407,0.01,Positive,26011,Regular,,6760-5,,6760
26019,1408,No,Positive,26015,Regular,,6760-6a,,6760
26019,1409,0.01,Positive,26017,Regular,,6760-6b,,6760
26019,1410,No,Positive,26011,Regular,,6760-6c,,6760
26019,1411,0.01,Positive,26006,Regular,,6760-6d,,6760
26020,1412,No,Positive,26015,Regular,,6760-7a,,6760
26020,1413,No,Positive,26017,Regular,,6760-7b,,6760
26020,1414,No,Positive,26011,Regular,,6760-7c,,6760
26020,1415,No,Positive,26006,Regular,,6760-7d,,6760
26027,1416,No,Positive,26015,Regular,,6760-8a,,6760
26027,1417,0.01,Positive,26017,Regular,,6760-8b,,6760
26027,1418,0.01,Positive,26011,Regular,,6760-8c,,6760
26027,1419,No,Positive,26006,Regular,,6760-8d,,6760
26028,1420,No,Positive,26019,Regular,,6760-9a,,6760
26028,1421,0.05,Positive,26020,Regular,,6760-9b,,6760
26027,1422,0.01,Positive,26019,Regular,,6760-0a,,6760
26027,1423,0.01,Positive,26020,Regular,,6760-0b,,6760
26021,1424,0.01,Positive,26017,Regular,,6760-1,,6760
26023,1425,0.05,Positive,26017,Regular,,6760-2,,6760
24946,1426,0.05,Positive,24952,Regular,,6761-1a,,6761
24947,1427,0.001,Positive,24952,Regular,,6761-1b,,6761
24950,1428,0.01,Positive,24946,Regular,,6761-2a,,6761
24950,1429,0.001,Positive,24946,Moderator,,6761-2b,24946,6761
24949,1430,0.001,Positive,24947,Regular,,6761-3a,,6761
24949,1431,0.001,Positive,24947,Moderator,,6761-3b,24947,6761
24950,1432,0.05,Has effect,24951,Mediator,,6761-4a,24946,6761
24949,1433,No,Has effect,24952,Mediator,,6761-4b,24947,6761
24464,1434,0.001,Positive,24462,Regular,,6762-1,,6762
24461,1435,0.001,Negative,24462,Regular,,6762-2a,,6762
24464,1436,0.001,Negative,24462,Regular,,6762-2b,,6762
24463,1437,0.001,Positive,24462,Regular,,6762-3a,,6762
24464,1438,0.001,Positive,24463,Regular,,6762-3b,,6762
24464,1439,0.001,Positive,24466,Regular,,6762-4,,6762
24464,1440,0.001,Positive,24465,Regular,,6762-5,,6762
24468,1441,0.05,Positive,24466,Regular,,6762-6,,6762
24468,1442,0.001,Positive,24467,Regular,,6762-7,,6762
24469,1443,0.001,Positive,24468,Regular,,6762-8,,6762
24469,1444,0.01,Positive,24466,Regular,,6762-9,,6762
24469,1445,0.01,Positive,24462,Regular,,6762-0,,6762
24470,1446,0.001,Positive,24469,Regular,,6762-1,,6762
24546,1447,0.05,Negative,24561,Regular,,6763-1,,6763
24548,1448,0.001,Positive,24561,Regular,,6763-2,,6763
24547,1449,No,Positive,24561,Regular,,6763-3,,6763
24548,1450,0.05,Has effect,24561,Moderator,,6763-4,24547,6763
24548,1451,0.05,Has effect,24561,Regular,,6763-4,,6763
24547,1452,0.05,Has effect,24561,Regular,,6763-4,,6763
24546,1453,No,Negative,24561,Regular,,6763-5,24548,6763
24546,1454,No,Negative,24561,Regular,,6763-6,24547,6763
24516,1455,0.05,Positive,24517,Moderator,,6781-1a,24512,6781
24518,1456,0.05,Positive,24517,Moderator,,6781-1b,24512,6781
24518,1457,0.05,Positive,24517,Moderator,,6781-2,24513,6781
24510,1458,0.05,Negative,24516,Regular,,6781-3,,6781
24509,1459,0.05,Positive,24516,Regular,,6781-4,,6781
24511,1460,0.05,Positive,24516,Regular,,6781-5a,,6781
24518,1461,0.05,Positive,24517,Moderator,,6781-5b,24511,6781
54065,1462,0.001,Has effect,24658,Regular,,6782-1a,,6782
54065,1463,0.03,Has effect,24659,Regular,,6782-1a,,6782
54066,1464,0.001,Has effect,24658,Regular,,6782-1a,,6782
54066,1465,0.03,Has effect,24659,Regular,,6782-1a,,6782
54067,1466,0.03,Has effect,24658,Regular,,6782-1b,,6782
54067,1467,0.07,Has effect,24659,Regular,,6782-1b,,6782
54068,1468,0.03,Has effect,24658,Regular,,6782-1b,,6782
54068,1469,0.07,Has effect,24659,Regular,,6782-1b,,6782
24655,1470,No,Positive,24658,Regular,,6782-2a,,6782
24655,1471,No,Positive,24659,Regular,,6782-2a,,6782
24656,1472,No,Positive,24658,Regular,,6782-2b,,6782
24656,1473,No,Positive,24659,Regular,,6782-2b,,6782
24657,1474,No,Positive,24658,Regular,,6782-2c,,6782
24657,1475,No,Positive,24659,Regular,,6782-2c,,6782
24564,1476,No,Positive,24567,Regular,,6789-1a,,6789
24565,1477,0.0369999999999999,Positive,24567,Regular,,6789-1b,,6789
24566,1478,0.0459999999999999,Negative,24567,Regular,,6789-1c,,6789
24564,1479,0.001,Positive,24568,Regular,,6789-2a,,6789
24565,1480,0.0179999999999999,Positive,24568,Regular,,6789-2b,,6789
24566,1481,No,Positive,24568,Regular,,6789-2c,,6789
24564,1482,No,Positive,24569,Regular,,6789-3a,,6789
24565,1483,0.021,Positive,24569,Regular,,6789-3b,,6789
24566,1484,No,Positive,24569,Regular,,6789-3c,,6789
24564,1485,0.024,Positive,24567,Moderator,,6789-1d,24565,6789
24564,1486,No,Positive,24568,Moderator,,6789-2d,24565,6789
24564,1487,No,Positive,24569,Moderator,,6789-3d,24565,6789
24566,1488,No,Positive,24567,Moderator,,6789-1e,24565,6789
24566,1489,No,Positive,24568,Moderator,,6789-2e,24565,6789
24566,1490,No,Positive,24569,Moderator,,6789-3e,24565,6789
24687,1491,0.001,Positive,24689,Regular,,6790-1,,6790
24681,1492,0.001,Positive,24689,Regular,,6790-2,,6790
24682,1493,0.001,Positive,24689,Regular,,6790-2,,6790
24683,1494,0.001,Positive,24689,Regular,,6790-2,,6790
24684,1495,0.001,Positive,24689,Regular,,6790-2,,6790
24685,1496,0.001,Positive,24689,Regular,,6790-3,,6790
24686,1497,0.001,Positive,24689,Regular,,6790-3,,6790
24688,1498,0.001,Positive,24689,Regular,,6790-3,,6790
24572,1499,No,Positive,24576,Regular,,6791-1a,,6791
24572,1500,0.024,Positive,24577,Regular,,6791-1a,,6791
24573,1501,0.0259999999999999,Positive,24576,Regular,,6791-1b,,6791
24573,1502,0.034,Positive,24577,Regular,,6791-1b,,6791
24574,1503,0.003,Positive,24576,Regular,,6791-2,,6791
24574,1504,0.001,Positive,24577,Regular,,6791-2,,6791
24575,1505,No,Positive,24576,Regular,,6791-3,,6791
24575,1506,0.005,Positive,24577,Regular,,6791-3,,6791
24575,1507,No,Negative,24576,Mediator,,6791-4,24574,6791
24575,1508,No,Negative,24577,Mediator,,6791-4,24574,6791
24590,1509,0.01,Positive,24589,Regular,,6795-1a,,6795
24591,1510,No,Positive,24589,Regular,,6795-1b,,6795
24592,1511,No,Positive,24589,Regular,,6795-1c,,6795
24593,1512,0.01,Positive,24589,Regular,,6795-2a,,6795
24594,1513,No,Positive,24589,Regular,,6795-2b,,6795
24590,1514,No,Positive,24595,Regular,,6795-3a,,6795
24591,1515,No,Negative,24595,Regular,,6795-3b,,6795
24592,1516,No,Negative,24595,Regular,,6795-3c,,6795
24596,1517,0.01,Positive,24590,Regular,,6795-4a,,6795
24596,1518,0.01,Positive,24592,Regular,,6795-4b,,6795
24597,1519,No,Positive,24591,Regular,,6795-5a,,6795
24597,1520,0.01,Positive,24590,Regular,,6795-5b,,6795
24597,1521,0.05,Positive,24592,Regular,,6795-5c,,6795
24598,1522,No,Positive,24591,Regular,,6795-6a,,6795
24598,1523,0.01,Positive,24590,Regular,,6795-6b,,6795
24598,1524,No,Positive,24592,Regular,,6795-6c,,6795
24599,1525,No,Positive,24591,Regular,,6795-7a,,6795
24599,1526,0.01,Positive,24590,Regular,,6795-7b,,6795
24599,1527,0.01,Positive,24592,Regular,,6795-7c,,6795
60733,1528,No,No effect,54096,Regular,,6801-1,,6801
60733,1529,No,No effect,54096,Moderator,,6801-2,24669,6801
60733,1530,No,No effect,54096,Moderator,,6801-2,24671,6801
60733,1531,No,No effect,54096,Moderator,,6801-2,24673,6801
60733,1532,No,No effect,54096,Moderator,,6801-2,24670,6801
60733,1533,No,No effect,54096,Moderator,,6801-2,24674,6801
60733,1534,No,No effect,54096,Moderator,,6801-2,24675,6801
60733,1535,No,No effect,54096,Moderator,,6801-2,54095,6801
60733,1536,No,No effect,54096,Moderator,,6801-2,24667,6801
60733,1537,No,No effect,54096,Moderator,,6801-2,60732,6801
60733,1538,No,No effect,54096,Moderator,,6801-2,24676,6801
60733,1539,No,No effect,54096,Moderator,,6801-2,54094,6801
60733,1540,No,No effect,54096,Moderator,,6801-2,24672,6801
24677,1541,0.05,Positive,24680,Regular,,6801-3a,,6801
60732,1542,0.05,Positive,24680,Regular,,6801-3b,,6801
24667,1543,0.05,Negative,24680,Regular,,6801-3c,,6801
24666,1544,No,Negative,24680,Regular,,6801-4a,,6801
24665,1545,0.05,Positive,24680,Regular,,6801-4b,,6801
24664,1546,0.05,Negative,24680,Regular,,6801-4c,,6801
24677,1547,0.05,Negative,24680,Regular,,6801-4d,,6801
24678,1548,0.05,No effect,24680,Regular,,6801-4e,,6801
24677,1549,0.05,Negative,24668,Regular,,6801-5a,,6801
24667,1550,0.05,Negative,24668,Regular,,6801-5b,,6801
24666,1551,No,Negative,24668,Regular,,6801-6a,,6801
24664,1552,No,Negative,24668,Regular,,6801-6b,,6801
24677,1553,No,Negative,24668,Regular,,6801-6c,,6801
24665,1554,No,Negative,24668,Regular,,6801-6d,,6801
24678,1555,0.05,No effect,24668,Regular,,6801-6e,,6801
24679,1556,0.05,Negative,24668,Regular,,6801-6f,,6801
24778,1557,0.01,Has effect,24776,Regular,,6803-1,,6803
24779,1558,0.01,Has effect,24776,Regular,,6803-1,,6803
24778,1559,0.01,Has effect,24774,Regular,,6803-2,,6803
24779,1560,0.01,Has effect,24774,Regular,,6803-2,,6803
24778,1561,No,Has effect,24775,Regular,,6803-2,,6803
24779,1562,No,Has effect,24775,Regular,,6803-2,,6803
24778,1563,No,Has effect,24777,Regular,,6803-3,,6803
24779,1564,No,Has effect,24777,Regular,,6803-3,,6803
24896,1565,0.01,Has effect,24902,Mediator,,6804-4,24901,6804
24897,1566,Partially supported .1,Has effect,24902,Mediator,,6804-4,24901,6804
24900,1567,Partially supported 0.1,Has effect,24902,Mediator,,6804-4,24901,6804
24900,1568,0.05,Positive,24901,Moderator,,6804-5a,24899,6804
24896,1569,No,Negative,24901,Moderator,,6804-5b,24899,6804
24897,1570,No,Negative,24901,Moderator,,6804-5b,24899,6804
24900,1571,0.001,Positive,24901,Moderator,,6804-6a,24898,6804
24896,1572,0.01,Negative,24901,Moderator,,6804-6b,24898,6804
24897,1573,0.01,Negative,24901,Moderator,,6804-6b,24898,6804
24728,1574,0.01,Positive,24727,Regular,,6805-1,,6805
24729,1575,No,Positive,24727,Regular,,6805-2,,6805
24730,1576,No,Positive,24727,Regular,,6805-3,,6805
24731,1577,0.05,Negative,24727,Regular,,6805-4,,6805
24727,1578,No,Negative,24732,Regular,,6805-5,,6805
24741,1579,0.001,Positive,24743,Regular,,6806-1,,6806
24742,1580,0.05,Positive,24743,Regular,,6806-2,,6806
24743,1581,0.001,Positive,24744,Regular,,6806-3,,6806
24741,1582,No,Positive,24744,Regular,,6806-4,,6806
24742,1583,0.05,Positive,24744,Regular,,6806-5,,6806
24734,1584,0.01,Positive,24741,Regular,,6806-6,,6806
24733,1585,0.01,Positive,24741,Regular,,6806-6,,6806
24735,1586,0.01,Positive,24741,Regular,,6806-6,,6806
24736,1587,0.01,Positive,24741,Regular,,6806-6,,6806
24734,1588,0.01,Positive,24742,Regular,,6806-7,,6806
24733,1589,0.01,Positive,24742,Regular,,6806-7,,6806
24735,1590,0.01,Positive,24742,Regular,,6806-7,,6806
24736,1591,0.01,Positive,24742,Regular,,6806-7,,6806
24739,1596,0.001,Positive,24733,Regular,,6806-9,,6806
24739,1597,0.01,Positive,24734,Regular,,6806-9,,6806
24739,1598,0.01,Positive,24735,Regular,,6806-9,,6806
24739,1599,0.001,Positive,24736,Regular,,6806-9,,6806
24740,1600,0.001,Positive,24742,Regular,,6806-0,,6806
24753,1601,0.05,No effect,24748,Moderator,,6807-1,24756,6807
24753,1602,0.05,No effect,24750,Moderator,,6807-1,24756,6807
24753,1603,0.05,No effect,24752,Moderator,,6807-1,24756,6807
24755,1604,0.05,No effect,24748,Moderator,,6807-2,24756,6807
24755,1605,0.05,No effect,24750,Moderator,,6807-2,24756,6807
24755,1606,0.05,No effect,24752,Moderator,,6807-2,24756,6807
24754,1607,No,No effect,24748,Moderator,,6807-2,24756,6807
24754,1608,No,No effect,24750,Moderator,,6807-2,24756,6807
24754,1609,No,No effect,24752,Moderator,,6807-2,24756,6807
24814,1610,0.01,Positive,24813,Regular,,6808-1,,6808
24815,1611,0.01,Positive,24813,Regular,,6808-1,,6808
24816,1612,0.01,Positive,24813,Regular,,6808-1,,6808
24817,1613,0.01,Positive,24813,Regular,,6808-1,,6808
24818,1614,0.01,Positive,24813,Regular,,6808-1,,6808
24819,1615,0.1,Positive,24813,Regular,,6808-2,,6808
24820,1616,0.1,Positive,24813,Regular,,6808-2,,6808
24780,1617,0.01,Positive,24784,Regular,,6809-1a,,6809
24780,1618,No,Negative,24785,Regular,,6809-1b,,6809
24781,1619,0.01,Positive,24784,Regular,,6809-2a,,6809
24781,1620,No,Negative,24785,Regular,,6809-2b,,6809
24782,1621,No,Positive,24784,Regular,,6809-3a,,6809
24782,1622,No,Negative,24785,Regular,,6809-3b,,6809
24783,1623,0.01,Positive,24784,Regular,,6809-4a,,6809
24783,1624,No,Negative,24785,Regular,,6809-4b,,6809
24784,1625,0.01,Negative,24785,Regular,,6809-5,,6809
24784,1626,0.05,Positive,24786,Regular,,6809-6,,6809
24785,1627,0.01,Negative,24786,Regular,,6809-7,,6809
24786,1628,0.05,Positive,24787,Regular,,6809-8,,6809
24986,1629,No,Has effect,24982,Moderator,,6810-1a,24988,6810
24987,1630,No,Has effect,24982,Moderator,,6810-1a,24988,6810
24986,1631,No,Has effect,24982,Moderator,,6810-1b,24989,6810
24987,1632,No,Has effect,24982,Moderator,,6810-1b,24989,6810
24986,1633,"Yes, .05",Has effect,24982,Moderator,,6810-1c,24990,6810
24987,1634,"Yes, .05",Has effect,24982,Moderator,,6810-1c,24991,6810
24990,1635,No,Has effect,24982,Moderator,,6810-1d,24989,6810
24990,1636,No,Has effect,24982,Moderator,,6810-1d,24989,6810
24991,1637,No,Has effect,24982,Moderator,,6810-1d,24989,6810
24991,1638,No,Has effect,24982,Moderator,,6810-1d,24989,6810
24986,1639,"Yes, .05",Has effect,24983,Moderator,,6810-2a,24988,6810
24987,1640,"Yes, .05",Has effect,24983,Moderator,,6810-2a,24988,6810
24988,1641,No,Has effect,24983,Moderator,,6810-2b,24989,6810
24989,1642,No,Has effect,24983,Moderator,,6810-2b,24989,6810
24986,1643,No,Has effect,24983,Moderator,,6810-2c,24989,6810
24987,1644,No,Has effect,24983,Moderator,,6810-2c,24989,6810
24986,1645,"Yes, .05",Has effect,24983,Moderator,,6810-2d,24988,6810
24987,1646,"Yes, .05",Has effect,24983,Moderator,,6810-2d,24988,6810
24986,1647,"Yes, .05",Has effect,24983,Moderator,,6810-2e,24989,6810
24987,1648,"Yes, .05",Has effect,24983,Moderator,,6810-2e,24989,6810
24986,1649,"Yes, .05",Has effect,24983,Moderator,,6810-2f,24988,6810
24987,1650,"Yes, .05",Has effect,24983,Moderator,,6810-2f,24988,6810
24986,1651,"Yes, .05",Has effect,24983,Moderator,,6810-2g,24989,6810
24987,1652,"Yes, .05",Has effect,24983,Moderator,,6810-2g,24989,6810
24986,1653,"Yes, .05",Has effect,24984,Moderator,,6810-3a,24988,6810
24987,1654,"Yes, .05",Has effect,24984,Moderator,,6810-3a,24988,6810
24986,1655,"Yes, .05",Has effect,24984,Moderator,,6810-3b,24989,6810
24987,1656,"Yes, .05",Has effect,24984,Moderator,,6810-3b,24989,6810
24986,1657,No,Has effect,24985,Moderator,,6810-4a,24988,6810
24987,1658,No,Has effect,24985,Moderator,,6810-4a,24988,6810
24986,1659,"Yes, .05",Has effect,24985,Moderator,,6810-4b,24989,6810
24987,1660,"Yes, .05",Has effect,24985,Moderator,,6810-4b,24989,6810
24799,1661,"YES, .01",Positive,24802,Regular,,6811-1a,,6811
24799,1662,"YES, .01",Positive,24803,Regular,,6811-1b,,6811
24801,1663,"YES, .01",Positive,24802,Regular,,6811-2a,,6811
24801,1664,"YES, .01",Positive,24803,Regular,,6811-2b,,6811
24800,1665,"YES, .01",Positive,24802,Regular,,6811-3a,,6811
24800,1666,"YES, .01",Positive,24803,Regular,,6811-3b,,6811
24802,1667,"YES, .01",Negative,24804,Regular,,6811-4,,6811
24802,1668,"YES, .01",Negative,24805,Regular,,6811-4,,6811
24802,1669,"YES, .01",Negative,24806,Regular,,6811-4,,6811
24802,1670,"YES, .01",Negative,24807,Regular,,6811-4,,6811
24802,1671,"YES, .01",Negative,24808,Regular,,6811-4,,6811
24802,1672,"YES, .01",Negative,24809,Regular,,6811-4,,6811
24803,1673,"YES, .01",Negative,24804,Regular,,6811-5,,6811
24803,1674,"YES, .01",Negative,24805,Regular,,6811-5,,6811
24803,1675,"YES, .01",Negative,24806,Regular,,6811-5,,6811
24803,1676,"YES, .01",Negative,24807,Regular,,6811-5,,6811
24803,1677,"YES, .01",Negative,24808,Regular,,6811-5,,6811
24803,1678,"YES, .01",Negative,24809,Regular,,6811-5,,6811
25526,1685,"YES, .05",,25529,Moderator,,6812-2a,54097,6812
25526,1686,"YES, .05",,25530,Moderator,,6812-2a,54097,6812
25526,1687,"YES, .05",,25531,Moderator,,6812-2a,54097,6812
25527,1688,No,,25529,Moderator,,6812-2a,54097,6812
25527,1689,No,,25530,Moderator,,6812-2a,54097,6812
25527,1690,"YES, .05",,25531,Moderator,,6812-2a,54097,6812
25528,1691,"YES, .05",,25529,Moderator,,6812-2a,54097,6812
25528,1692,"YES, .05",,25530,Moderator,,6812-2a,54097,6812
25528,1693,"YES, .05",,25531,Moderator,,6812-2a,54097,6812
25526,1694,No,n/a,25529,Moderator,,6812-2b,54098,6812
25527,1695,No,n/a,25529,Moderator,,6812-2b,54098,6812
25528,1696,No,n/a,25529,Moderator,,6812-2b,54098,6812
25526,1697,No,n/a,25530,Moderator,,6812-2b,54098,6812
25527,1698,No,n/a,25530,Moderator,,6812-2b,54098,6812
25528,1699,No,n/a,25530,Moderator,,6812-2b,54098,6812
25526,1700,No,n/a,25531,Moderator,,6812-2b,54098,6812
25527,1701,No,n/a,25531,Moderator,,6812-2b,54098,6812
25528,1702,No,n/a,25531,Moderator,,6812-2b,54098,6812
25526,1703,partial,n/a,25529,Moderator,,6812-2c,54099,6812
25527,1704,partial,n/a,25529,Moderator,,6812-2c,54099,6812
25528,1705,partial,n/a,25529,Moderator,,6812-2c,54099,6812
25526,1706,partial,n/a,25530,Moderator,,6812-2c,54099,6812
25527,1707,partial,n/a,25530,Moderator,,6812-2c,54099,6812
25528,1708,partial,n/a,25530,Moderator,,6812-2c,54099,6812
25526,1709,partial,n/a,25531,Moderator,,6812-2c,54099,6812
25527,1710,partial,n/a,25531,Moderator,,6812-2c,54099,6812
25528,1711,partial,n/a,25531,Moderator,,6812-2c,54099,6812
54100,1712,"yes, 0.05",n/a,25529,Regular,,6812-3,,6812
54100,1713,"yes, 0.05",n/a,25530,Regular,,6812-3,,6812
54100,1714,"yes, 0.05",n/a,25531,Regular,,6812-3,,6812
61348,1715,no,n/a,25529,Regular,,6812-4a,,6812
61349,1716,"yes, 0.001",n/a,25530,Regular,,6812-4b,,6812
61350,1717,"yes, 0.001",n/a,25531,Regular,,6812-4c,,6812
25467,1718,"Study 1 (yes/.001)
Study 2 (no)",Positive,25464,Regular,,6814-1a,,6814
25464,1719,0.01,Positive,25464,Regular,,6814-1b,,6814
25467,1720,0.001,Positive,25468,Regular,,6814-1c,,6814
25465,1721,"Study 1 (yes/.05)
Study 2 (no)",Has effect,25472,Moderator,,6814-2a,25464,6814
25465,1722,"Study 1 (yes/.01)
Study 2 (no)",Has effect,25472,Moderator,,6814-2b,25464,6814
25465,1723,"Study 1 (yes/.01)
Study 2 (no)",Has effect,25473,Moderator,,6814-2c,25464,6814
25464,1724,no,Negative,25466,Regular,,6814-2d,,6814
24853,1725,0.001,Negative,24846,Regular,,6815-1,,6815
24853,1726,0.001,Positive,24846,Regular,,6815-2,,6815
24846,1727,0.01,Negative,24847,Regular,,6815-3,,6815
24846,1728,0.001,Positive,24848,Regular,,6815-4,,6815
24847,1729,0.001,Negative,24848,Regular,,6815-5,,6815
51618,1730,0.01,Negative,24846,Regular,,6815-6,,6815
51618,1731,0.001,Positive,24847,Regular,,6815-7,,6815
51618,1732,0.01,Negative,24848,Regular,,6815-8,,6815
24866,1733,0.001,Positive,24870,Regular,,6816-1,,6816
24871,1734,0.01,Positive,24870,Regular,,6816-2,,6816
24892,1735,0.05,Positive,24895,Moderator,,6817-1,24891,6817
24907,1736,0.01,Negative,24903,Regular,,6819-1a,,6819
24907,1737,no,Negative,24904,Regular,,6819-1b,,6819
24907,1738,0.01,Negative,24905,Regular,,6819-2a,,6819
24907,1739,0.01,Negative,24906,Regular,,6819-2b,,6819
51274,1740,0.01,Negative,24903,Regular,,6819-3a,,6819
51274,1741,no,Negative,24904,Regular,,6819-3b,,6819
51274,1742,no,Negative,24905,Regular,,6819-4a,,6819
51274,1743,no,Negative,24906,Regular,,6819-4b,,6819
24903,1744,0.01,Negative,24905,Regular,,6819-5a,,6819
24904,1745,0.01,Positive,24905,Regular,,6819-5b,,6819
24910,1746,0.05,Has relationship,24909,Regular,,6820-1,,6820
24910,1747,no,Has relationship,24909,Regular,,6820-2,,6820
24911,1748,no,Has relationship,24909,Regular,,6820-2,,6820
24912,1749,no,Has relationship,24909,Regular,,6820-2,,6820
24913,1750,no,Has relationship,24909,Regular,,6820-2,,6820
24914,1751,no,Has relationship,24909,Regular,,6820-2,,6820
51267,1752,0.01,Positive,24923,Regular,,6821-1,,6821
51268,1753,0.01,Positive,24923,Regular,,6821-1,,6821
51267,1754,0.01,Positive,51270,Regular,,6821-1,,6821
51268,1755,0.01,Positive,51270,Regular,,6821-1,,6821
51267,1756,0.01,Positive,51272,Regular,,6821-1,,6821
51268,1757,0.01,Positive,51272,Regular,,6821-1,,6821
51267,1758,0.01,Positive,24924,Regular,,6821-2,,6821
51268,1759,0.01,Positive,24924,Regular,,6821-2,,6821
51267,1760,0.01,Positive,51271,Regular,,6821-2,,6821
51268,1761,0.01,Positive,51271,Regular,,6821-2,,6821
24919,1762,0.01,Has effect,24922,Regular,,6821-3,,6821
24919,1763,0.01,Has effect,24923,Regular,,6821-4,,6821
24919,1764,No,Has effect,24923,Regular,,6821-5,,6821
24919,1765,No,No effect,24924,Regular,,6821-6,,6821
24920,1766,0.01,Positive,51269,Regular,,6821-7,,6821
24920,1767,0.1,No effect,51272,Regular,,6821-8,,6821
24920,1768,No,Positive,51272,Regular,,6821-9,,6821
24920,1769,0.1,No effect,51271,Regular,,6821-0,,6821
51268,1770,0.01,Has effect,51272,Moderator,,6821-1,24921,6821
51267,1771,0.01,Has effect,51272,Moderator,,6821-1,24921,6821
51268,1772,0.01,Has effect,51271,Moderator,,6821-2,24921,6821
51267,1773,0.01,Has effect,51271,Moderator,,6821-2,24921,6821
24928,1774,0.01,Positive,24927,Regular,,6822-1,,6822
24927,1775,0.01,Negative,24929,Regular,,6822-2,,6822
24927,1776,0.01,Positive,24931,Regular,,6822-3,,6822
24927,1777,0.01,Negative,24930,Regular,,6822-4,,6822
24927,1778,0.01,Negative,24932,Regular,,6822-5,,6822
24930,1779,0.01,Positive,24933,Regular,,6822-6,,6822
24932,1780,0.01,Positive,24933,Regular,,6822-7a,,6822
24930,1781,0.01,Positive,24932,Regular,,6822-7b,,6822
24927,1782,0.01,Negative,24937,Regular,,6822-8,,6822
24927,1783,0.01,Negative,24938,Regular,,6822-8,,6822
24927,1784,0.01,Negative,24939,Regular,,6822-8,,6822
24937,1785,0.05,Negative,24929,Moderator,,6822-9a,24927,6822
24938,1786,0.05,Negative,24929,Moderator,,6822-9a,24927,6822
24939,1787,0.05,Negative,24929,Moderator,,6822-9a,24927,6822
24937,1788,0.01,Positive,24931,Moderator,,6822-9b,24927,6822
24938,1789,0.01,Positive,24931,Moderator,,6822-9b,24927,6822
24939,1790,0.01,Positive,24931,Moderator,,6822-9b,24927,6822
24929,1791,0.01,Negative,24930,Moderator,,6822-0a,24927,6822
24925,1792,0.01,Negative,24927,Regular,,6822-1a,,6822
24931,1793,0.01,Negative,24930,Moderator,,6822-0b,24927,6822
24926,1794,0.01,Negative,24927,Regular,,6822-1b,,6822
25018,1795,0.01,Negative,25025,Mediator,,6823-1a,25017,6823
25019,1796,No,Negative,25025,Mediator,,6823-1a,25017,6823
25020,1797,No,Negative,25025,Mediator,,6823-1a,25017,6823
25025,1798,0.01,Negative,25026,Mediator,,6823-2a,25017,6823
25215,1799,Partially supported,Negative,25232,Regular,,6824-1,,6824
25216,1800,Partially supported,Negative,25232,Regular,,6824-1,,6824
25217,1801,Partially supported,Negative,25232,Regular,,6824-1,,6824
25215,1802,Partially supported,Negative,25233,Regular,,6824-1,,6824
25216,1803,Partially supported,Negative,25233,Regular,,6824-1,,6824
