,,,,,,,,,,,,,,,,,25465,Late communication level,level of communication by other members on the team,,,,,,,,,
,,,,,,,,,,,,,,,,,25472,Late satisfaction,perceived satisfaction with the team,,,,,,,,,
,6814,,,,,,,2B,Early trust moderates the relationship between the level of later communication by other members on the team and perceived cohesiveness of the team.,Early trust,level of later communication by other members on the team,perceived cohesiveness of the team,,,,,25470,Early trust,Early trust,Moderator,25465,25464,25472,,"Study 1 (yes/.01)
Study 2 (no)",Has effect,,
,,,,,,,,,,,,,,,,,25465,Late communication level,level of later communication by other members on the team,,,,,,,,,
,,,,,,,,,,,,,,,,,25471,Late cohesiveness,perceived cohesiveness of the team,,,,,,,,,
,6814,,,,,,,2C,Early trust moderates the relationship between the level of communication by other members on the team and perceived quality of a team's outcome.,Early trust,level of communication by other members on the team,perceived quality of a team's outcome,,,,,25470,Early trust,Early trust,Moderator,25465,25464,25473,,"Study 1 (yes/.01)
Study 2 (no)",Has effect,,
,,,,,,,,,,,,,,,,,25465,Late communication level,level of communication by other members on the team,,,,,,,,,
,,,,,,,,,,,,,,,,,25473,Subjective outcome quality,perceived quality of a team's outcome,,,,,,,,,
,6814,,,,,,,2D,Trust has a negligible effect on the quality of task performance.,Trust,quality of task performance,,,,,,25470,Early trust,Trust,Regular,25464,,25466,,no,Negative,,
,,,,,,,,,,,,,,,,,25466,Task performance,quality of task performance,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,6815,,,Jocelyn,Lauren,Ryan,,Hypothesis 1,Internet users' information privacy concerns will have a negative effect on trusting beliefs.,Internet users' information privacy concerns,trusting beliefs,,,,,,24844,Control,Internet users' information privacy concerns,Regular,24853,,24846,,1.00E-03,Negative,,
,,,,,,,,,,,,,,,,,24845,Awareness,Internet users' information privacy concerns,,,,,,,,,
,,,,,,,,,,,,,,,,,24853,Global information privacy concern,Internet users' information privacy concerns,,,,,,,,,
,,,,,,,,,,,,,,,,,24846,Trusting beliefs,trusting beliefs,,,,,,,,,
,6815,,,,,,,Hypothesis 2,Internet users' information privacy concerns will have a positive effect on risk beliefs.,Internet users' information privacy concerns,risk beliefs,,,,,,24844,Control,Internet users' information privacy concerns,Regular,24853,,24846,,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,24845,Awareness,Internet users' information privacy concerns,,,,,,,,,
,,,,,,,,,,,,,,,,,24853,Global information privacy concern,Internet users' information privacy concerns,,,,,,,,,
,,,,,,,,,,,,,,,,,24847,Risk beliefs,risk beliefs,,,,,,,,,
,6815,,,,,,,Hypothesis 3,Trusting beliefs will have a negative effect on risk beliefs.,Trusting beliefs,risk beliefs,,,,,,24846,Trusting beliefs,Trusting beliefs,Regular,24846,,24847,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24847,Risk beliefs,risk beliefs,,,,,,,,,
,6815,,,,,,,Hypothesis 4,Trusting beliefs will have a positive effect on intention to reveal personal information.,Trusting beliefs,intention to reveal personal information,,,,,,24846,Trusting beliefs,Trusting beliefs,Regular,24846,,24848,,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,24848,Behavioral intention,intention to reveal personal information,,,,,,,,,
,6815,,,,,,,Hypothesis 5,Risk beliefs will have a negative effect on intention to reveal personal information.,Risk beliefs,intention to reveal personal information,,,,,,24847,Risk beliefs,Risk beliefs,Regular,24847,,24848,,1.00E-03,Negative,,
,,,,,,,,,,,,,,,,,24848,Behavioral intention,intention to reveal personal information,,,,,,,,,
,6815,,,,,,,Hypothesis 6,A marketer's request for more sensitive information will have a negative effect on trusting beliefs.,marketer's request for more sensitive information,trusting beliefs,,,,,,51618,More sensitive information,marketer's request for more sensitive information,Regular,51618,,24846,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24846,Trusting beliefs,trusting beliefs,,,,,,,,,
,6815,,,,,,,Hypothesis 7,A marketer's request for more sensitive information will have a positive effect on risk beliefs.,marketer's request for more sensitive information,risk beliefs,,,,,,51618,More sensitive information,marketer's request for more sensitive information,Regular,51618,,24847,,1.00E-03,Positive,,
,,,,,,,,,,,,,,,,,24847,Risk beliefs,risk beliefs,,,,,,,,,
,6815,,,,,,,Hypothesis 8,A marketer's request for more sensitive information will have a negative effect on intention to reveal personal information.,marketer's request for more sensitive information,intention to reveal personal information,,,,,,51618,More sensitive information,marketer's request for more sensitive information,Regular,51618,,24848,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24848,Behavioral intention,intention to reveal personal information,,,,,,,,,
ISR,6816,,,Jocelyn,Lauren,Ryan,,Hypothesis 1,Perceived outsourcing success by the customer is positively associated with the extent to which supplier obligations have been fulfilled.,Perceived outsourcing success by the customer,extent to which supplier obligations have been fulfilled,,,,,,24870,Perceived outsourcing success,Perceived outsourcing success by the customer,Regular,24866,,24870,,1.00E-03,Positive,,
,6816,,,,,,,,,,,,,,,,24864,Accurate project scoping,extent to which supplier obligations have been fulfilled,,24864,,24870,,no,,,
,6816,,,,,,,,,,,,,,,,24865,Clear authority structure,extent to which supplier obligations have been fulfilled,,24865,,24870,,0.05,,,
,6816,,,,,,,,,,,,,,,,24866,Taking charge,extent to which supplier obligations have been fulfilled,,24867,,24870,,0.05,,,
,6816,,,,,,,,,,,,,,,,24867,Effective human capital management,extent to which supplier obligations have been fulfilled,,24868,,24870,,0.01,,,
,6816,,,,,,,,,,,,,,,,24868,Effective knowledge transfer,extent to which supplier obligations have been fulfilled,,24869,,24870,,0.01,,,
,,,,,,,,,,,,,,,,,24869,Building effective interorganizational teams,extent to which supplier obligations have been fulfilled,,,,,,,,,
,6816,,,,,,,Hypothesis 2,Perceived outsourcing success by the supplier is positively associated with the extent to which customer obligations have been fulfilled.,Perceived outsourcing success by the supplier,extent to which customer obligations have been fulfilled,,,,,,24870,Perceived outsourcing success,Perceived outsourcing success by the supplier,Regular,24871,,24870,,0.01,Positive,,
,6816,,,,,,,,,,,,,,,,24871,Clear specifications,extent to which customer obligations have been fulfilled,,24872,,24870,,0.01,,,
,6816,,,,,,,,,,,,,,,,24872,Prompt payment,extent to which customer obligations have been fulfilled,,24873,,24870,,0.05,,,
,6816,,,,,,,,,,,,,,,,24873,Close project monitoring,extent to which customer obligations have been fulfilled,,24874,,24870,,no,,,
,6816,,,,,,,,,,,,,,,,24874,Dedicated project staffing,extent to which customer obligations have been fulfilled,,24875,,24870,,no,,,
,6816,,,,,,,,,,,,,,,,24875,Knowledge sharing,extent to which customer obligations have been fulfilled,,24876,,24870,,1.00E-03,,,
,,,,,,,,,,,,,,,,,24876,Project ownership,extent to which customer obligations have been fulfilled,,,,,,,,,
ISR,6817,,,Jocelyn,Lauren,Ryan,,Hypothesis 1,"For individuals that are performing non-routine tasks, there is a linear positive relationship between their perceived collaboration know-how development and their perceptions of the degree of support provided by IT for their contextualization needs. There is a curvilinear relationship between the development of collaboration know-how and the perceived degree of contextualization support provided by the IT system for individuals engaged in routine tasks in distributed teams.",individuals that are performing non-routine tasks,perceived collaboration know-how development,perceptions of the degree of support provided by IT for their contextualization needs,development of collaboration know-how,perceived degree of contextualization support provided by the IT system,individuals engaged in routine tasks in distributed teams,,24891,Perceived task nonroutineness,individuals that are performing non-routine tasks,Moderator,24892,24891,24895,,0.05,Positive,,
,,,,,,,,,,,,,,,,,24895,Perceived collaboration know-how development,perceived collaboration know-how development,,,,,,,,,
,,,,,,,,,,,,,,,,,24892,Information technology support for contextualization,perceptions of the degree of support provided by IT for their contextualization needs,,,,,,,,,
,,,,,,,,,,,,,,,,,24895,Perceived collaboration know-how development,development of collaboration know-how,,,,,,,,,
,,,,,,,,,,,,,,,,,24892,Information technology support for contextualization,perceived degree of contextualization support provided by the IT system,,,,,,,,,
,,,,,,,,,,,,,,,,,24891,Perceived task nonroutineness,individuals engaged in routine tasks in distributed teams,,,,,,,,,
ISR,6818,,,Delora,Jocelyn (not approved yet),Ryan,,,,,,,,,,,,,,,,,,,,,,
ISR,6819,,,Jocelyn,Lauren,Ryan,,Hypothesis 1A,The number of ideas generated by an individual member will be inversely related to the size of the group.,number of ideas generated by an individual member,size of the group,,,,,,24903,Idea quantity,number of ideas generated by an individual member,Regular,24907,,24903,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24907,Group size,size of the group,,,,,,,,,
,6819,,,,,,,Hypothesis 1B,The quality of ideas generated by an individual member will be inversely related to the size of the group.,quality of ideas generated by an individual member,size of the group,,,,,,24904,Idea quality,quality of ideas generated by an individual member,Regular,24907,,24904,,no,Negative,,
,,,,,,,,,,,,,,,,,24907,Group size,size of the group,,,,,,,,,
,6819,,,,,,,Hypothesis 2A,The quality of the final group decision will be inversely related to group size.,quality of the final group decision,group size,,,,,,24905,Quality of the final decision,quality of the final group decision,Regular,24907,,24905,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24907,Group size,group size,,,,,,,,,
,6819,,,,,,,Hypothesis 2B,A group's degree of cohesiveness will be inversely related to its size.,group's degree of cohesiveness,its size,,,,,,24906,Cohesiveness,group's degree of cohesiveness,Regular,24907,,24906,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24907,Group size,its size,,,,,,,,,
,6819,,,,,,,Hypothesis 3A,The number of ideas generated by an individual member will be inversely related to the extent of group dispersion.,number of ideas generated by an individual member,extent of group dispersion,,,,,,24903,Idea quantity,number of ideas generated by an individual member,Regular,51274,,24903,,0.01,Negative,,
,,,,,,,,,,,,,,,,,51273,Collocated group,extent of group dispersion,,,,,,,,,
,,,,,,,,,,,,,,,,,51274,Dispersed group,extent of group dispersion,,,,,,,,,
,6819,,,,,,,Hypothesis 3B,The quality of ideas generated by an individual member will be inversely related to the extent of group dispersion.,quality of ideas generated by an individual member,extent of group dispersion,,,,,,24904,Idea quality,quality of ideas generated by an individual member,Regular,51274,,24904,,no,Negative,,
,,,,,,,,,,,,,,,,,51273,Collocated group,extent of group dispersion,,,,,,,,,
,,,,,,,,,,,,,,,,,51274,Dispersed group,extent of group dispersion,,,,,,,,,
,6819,,,,,,,Hypothesis 4A,The quality of the final group decision will be inversely related to the extent of its group dispersion.,quality of the final group decision,extent of its group dispersion,,,,,,24905,Quality of the final decision,quality of the final group decision,Regular,51274,,24905,,no,Negative,,
,,,,,,,,,,,,,,,,,51273,Collocated group,extent of its group dispersion,,,,,,,,,
,,,,,,,,,,,,,,,,,51274,Dispersed group,extent of its group dispersion,,,,,,,,,
,6819,,,,,,,Hypothesis 4B,A group's degree of cohesiveness will be inversely related to the extent of its dispersion.,group's degree of cohesiveness,extent of its dispersion,,,,,,24906,Cohesiveness,group's degree of cohesiveness,Regular,51274,,24906,,no,Negative,,
,,,,,,,,,,,,,,,,,51273,Collocated group,extent of its dispersion,,,,,,,,,
,,,,,,,,,,,,,,,,,51274,Dispersed group,extent of its dispersion,,,,,,,,,
,6819,,,,,,,Hypothesis 5A,The quality of the final group decision will be inversely related to idea quantity.,quality of the final group decision,idea quantity,,,,,,24905,Quality of the final decision,quality of the final group decision,Regular,24903,,24905,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24903,Idea quantity,idea quantity,,,,,,,,,
,6819,,,,,,,Hypothesis 5B,The quality of the final group decision will be positively related to idea quality.,quality of the final group decision,idea quality,,,,,,24905,Quality of the final decision,quality of the final group decision,Regular,24904,,24905,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24904,Idea quality,idea quality,,,,,,,,,
ISR,6820,,,Jocelyn,Lauren,Ryan,,Hypothesis 1,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals will have significantly lower IT staff turnover rates than organizations with a task-focused (TF) configuration for managing IT professionals.,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,IT staff turnover rates,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,24910,Work environment and career development,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,Regular,24910,,24909,,0.05,Has relationship,,
,6820,,,,,,,,,,,,,,,,24911,Community building,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,,24911,,24909,,0.05,Has relationship,,
,6820,,,,,,,,,,,,,,,,24912,Incentives,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,,24912,,24909,,0.05,Has relationship,,
,6820,,,,,,,,,,,,,,,,24913,Employment security,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,,24913,,24909,,0.05,Has relationship,,
,6820,,,,,,,,,,,,,,,,24914,Nontechnical skill recruitment,Organizations with a human capital-focused (HCF) configuration for managing information technology (IT) professionals,,24914,,24909,,0.05,Has relationship,,
,,,,,,,,,,,,,,,,,24909,Information technology staff turnover rate,IT staff turnover rates,,,,,,,,,
,,,,,,,,,,,,,,,,,24910,Work environment and career development,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,,,,,
,,,,,,,,,,,,,,,,,24911,Community building,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,,,,,
,,,,,,,,,,,,,,,,,24912,Incentives,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,,,,,
,,,,,,,,,,,,,,,,,24913,Employment security,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,,,,,
,,,,,,,,,,,,,,,,,24914,Nontechnical skill recruitment,organizations with a task-focused (TF) configuration for managing IT professionals,,,,,,,,,
,6820,,,,,,,Hypothesis 2,Firms with intermediate information technology (IT) human resource management (HRM) configurations will have IT staff turnover rates higher than those firms with a human capital-focused (HCF) configuration and lower than those firms with a task-focused (TF) configuration.,Firms with intermediate information technology (IT) human resource management (HRM) configurations,IT staff turnover rates,firms with a human capital-focused (HCF) configuration,firms with a task-focused (TF) configuration,,,,24910,Work environment and career development,Firms with intermediate information technology (IT) human resource management (HRM) configurations,Regular,24910,,24909,,no,Has relationship,,
,6820,,,,,,,,,,,,,,,,24911,Community building,Firms with intermediate information technology (IT) human resource management (HRM) configurations,Regular,24911,,24909,,no,Has relationship,,
,6820,,,,,,,,,,,,,,,,24912,Incentives,Firms with intermediate information technology (IT) human resource management (HRM) configurations,Regular,24912,,24909,,no,Has relationship,,
,6820,,,,,,,,,,,,,,,,24913,Employment security,Firms with intermediate information technology (IT) human resource management (HRM) configurations,Regular,24913,,24909,,no,Has relationship,,
,6820,,,,,,,,,,,,,,,,24914,Nontechnical skill recruitment,Firms with intermediate information technology (IT) human resource management (HRM) configurations,Regular,24914,,24909,,no,Has relationship,,
,,,,,,,,,,,,,,,,,24909,Information technology staff turnover rate,IT staff turnover rates,,,,,,,,,
,,,,,,,,,,,,,,,,,24910,Work environment and career development,firms with a human capital-focused (HCF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24911,Community building,firms with a human capital-focused (HCF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24912,Incentives,firms with a human capital-focused (HCF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24913,Employment security,firms with a human capital-focused (HCF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24914,Nontechnical skill recruitment,firms with a human capital-focused (HCF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24910,Work environment and career development,firms with a task-focused (TF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24911,Community building,firms with a task-focused (TF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24912,Incentives,firms with a task-focused (TF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24913,Employment security,firms with a task-focused (TF) configuration,,,,,,,,,
,,,,,,,,,,,,,,,,,24914,Nontechnical skill recruitment,firms with a task-focused (TF) configuration,,,,,,,,,
ISR,6821,,,Jocelyn,Lauren,Victoria,,Hypothesis 1,Content with a high level of preference matching leads to more elaboration than does content with a low level of preference matching.,Content with a high level of preference matching,elaboration,content with a low level of preference matching,,,,,51267,Personalized recommendation,Content with a high level of preference matching,Regular,51267,,24923,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,24923,Information elaboration [study 1],elaboration,Regular,51268,,24923,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],elaboration,Regular,51267,,51270,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],elaboration,Regular,51268,,51270,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51268,Randomized recommendation,content with a low level of preference matching,Regular,51267,,51272,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,,,,Regular,51268,,51272,,0.01,Positive,,
,6821,,,,,,,Hypothesis 2,The decision to accept a personalized offer is more likely with a high level of preference matching than with a low level of preference matching.,decision to accept a personalized offer,high level of preference matching,low level of preference matching,,,,,24924,Acceptance of personalized offer [study 1],decision to accept a personalized offer,Regular,51267,,24924,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51271,Acceptance of personalized offer [study 2 and 3],decision to accept a personalized offer,Regular,51268,,24924,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51267,Personalized recommendation,high level of preference matching,Regular,51267,,51271,,0.01,Positive,,
,6821,,,,,,,,,,,,,,,,51268,Randomized recommendation,low level of preference matching,Regular,51268,,51271,,0.01,Positive,,
,6821,,,,,,,Hypothesis 3,Content with a sorting cue is more likely to attract attention than content without a sorting cue.,Content with a sorting cue,attention,content without a sorting cue,,,,,24919,Use of a sorting cue,Content with a sorting cue,Regular,24919,,24922,,0.01,Has effect,,
,,,,,,,,,,,,,,,,,24922,Attention [study 1],attention,,,,,,,,,
,,,,,,,,,,,,,,,,,51269,Attention [study 2 and 3],attention,,,,,,,,,
,,,,,,,,,,,,,,,,,24919,Use of a sorting cue,content without a sorting cue,,,,,,,,,
,6821,,,,,,,Hypothesis 4,Content with a sorting cue is more likely to induce elaboration than content without a sorting cue.,Content with a sorting cue,elaboration,without a sorting cue,,,,,24919,Use of a sorting cue,Content with a sorting cue,Regular,24919,,24923,,0.01,Has effect,,
,,,,,,,,,,,,,,,,,24923,Information elaboration [study 1],elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,24919,Use of a sorting cue,without a sorting cue,,,,,,,,,
,6821,,,,,,,Hypothesis 5,The difference in the extent of elaboration between high-level and low-level preference-matching content will be larger for content with a sorting cue than for content without a sorting cue.,extent of elaboration,high-level,low-level preference-matching content,content with a sorting cue,content without a sorting cue,,,24923,Information elaboration [study 1],extent of elaboration,Regular,24919,,24923,,No,Has effect,,
,,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],extent of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],extent of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51267,Personalized recommendation,high-level,,,,,,,,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,low-level preference-matching content,,,,,,,,,
,,,,,,,,,,,,,,,,,24919,Use of a sorting cue,content with a sorting cue,,,,,,,,,
,,,,,,,,,,,,,,,,,24919,Use of a sorting cue,content without a sorting cue,,,,,,,,,
,6821,,,,,,,Hypothesis 6,A sorting cue has no effect on choice outcome.,sorting cue,choice outcome,,,,,,24919,Use of a sorting cue,sorting cue,Regular,24919,,24924,,No,No effect,,
,,,,,,,,,,,,,,,,,24924,Acceptance of personalized offer [study 1],choice outcome,,,,,,,,,
,,,,,,,,,,,,,,,,,51271,Acceptance of personalized offer [study 2 and 3],choice outcome,,,,,,,,,
,6821,,,,,,,Hypothesis 7,Content in a large recommendation set is more likely to attract attention than content in a small recommendation set.,Content in a large recommendation set,attention,content in a small recommendation set,,,,,24920,Set size,Content in a large recommendation set,Regular,24920,,51269,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24922,Attention [study 1],attention,,,,,,,,,
,,,,,,,,,,,,,,,,,51269,Attention [study 2 and 3],attention,,,,,,,,,
,,,,,,,,,,,,,,,,,24920,Set size,content in a small recommendation set,,,,,,,,,
,6821,,,,,,,Hypothesis 8,Recommendation set size has no effect on the level of elaboration after adjusting for the number of offers in the set.,Recommendation set size,level of elaboration,number of offers in the set,,,,,24920,Set size,Recommendation set size,Regular,24920,,51272,,0.1,No effect,,
,,,,,,,,,,,,,,,,,24923,Information elaboration [study 1],level of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],level of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],level of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,24920,Set size,number of offers in the set,,,,,,,,,
,6821,,,,,,,Hypothesis 9,The difference in the level of elaboration between high-level preference-matching content and low-level preference-matching content will be larger for content from a small recommendation set than for content from a large recommendation set.,level of elaboration,high-level preference-matching content,low-level preference-matching content,content from a small recommendation set,content from a large recommendation set,,,24923,Information elaboration [study 1],level of elaboration,Regular,24920,,51272,,No,Positive,,
,,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],level of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],level of elaboration,,,,,,,,,
,,,,,,,,,,,,,,,,,51267,Personalized recommendation,high-level preference-matching content,,,,,,,,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,low-level preference-matching content,,,,,,,,,
,,,,,,,,,,,,,,,,,24920,Set size,content from a small recommendation set,,,,,,,,,
,,,,,,,,,,,,,,,,,24920,Set size,content from a large recommendation set,,,,,,,,,
,6821,,,,,,,Hypothesis 10,Recommendation set size has no effect on choice outcome.,Recommendation set size,choice outcome,,,,,,24920,Set size,Recommendation set size,Regular,24920,,51271,,0.1,No effect,,
,,,,,,,,,,,,,,,,,24924,Acceptance of personalized offer [study 1],choice outcome,,,,,,,,,
,,,,,,,,,,,,,,,,,51271,Acceptance of personalized offer [study 2 and 3],choice outcome,,,,,,,,,
,6821,,,,,,,Hypothesis 11,"There is an interaction effect between NFC and the level of preference matching in the elaboration of personalized content, with preference matching having a more salient effect on high-NFC users than on low-NFC users.",NFC,level of preference matching,elaboration of personalized content,preference matching,high-NFC users,low-NFC users,,24921,Need for cognition,NFC,Moderator,51268,24921,51272,,0.01,Has effect,,
,6821,,,,,,,,,,,,,,,,51267,Personalized recommendation,level of preference matching,Moderator,51267,24921,51272,,0.01,Has effect,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,level of preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,24923,Information elaboration [study 1],elaboration of personalized content,,,,,,,,,
,,,,,,,,,,,,,,,,,51270,Information elaboration [study 2],elaboration of personalized content,,,,,,,,,
,,,,,,,,,,,,,,,,,51272,Information elaboration [study 3],elaboration of personalized content,,,,,,,,,
,,,,,,,,,,,,,,,,,51267,Personalized recommendation,preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,24921,Need for cognition,high-NFC users,,,,,,,,,
,,,,,,,,,,,,,,,,,24921,Need for cognition,low-NFC users,,,,,,,,,
,6821,,,,,,,Hypothesis 12,"There is an interaction effect between NFC and the level of preference matching on choice outcome, with preference matching having a more salient effect on high-NFC users than on low-NFC users.",NFC,level of preference matching,choice outcome,preference matching,high-NFC users,low-NFC users,,24921,Need for cognition,NFC,Moderator,51268,24921,51271,,0.01,Has effect,,
,6821,,,,,,,,,,,,,,,,51267,Personalized recommendation,level of preference matching,Moderator,51267,24921,51271,,0.01,Has effect,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,level of preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,24924,Acceptance of personalized offer [study 1],choice outcome,,,,,,,,,
,,,,,,,,,,,,,,,,,51271,Acceptance of personalized offer [study 2 and 3],choice outcome,,,,,,,,,
,,,,,,,,,,,,,,,,,51267,Personalized recommendation,preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,51268,Randomized recommendation,preference matching,,,,,,,,,
,,,,,,,,,,,,,,,,,24921,Need for cognition,high-NFC users,,,,,,,,,
,,,,,,,,,,,,,,,,,24921,Need for cognition,low-NFC users,,,,,,,,,
,6822,,,,,,,Hypothesis 1,Psychological contact violation due to an individual seller in a positively influences Psychological Contract Violation with the entire with the entire community of sellers in the online marketplace.,Psychological contact violation due to an individual seller,Psychological Contract Violation with the entire with the entire community of sellers in the online marketplace.,,,,,,24928,Individual seller,Psychological contact violation due to an individual seller,Regular,24928,,24927,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24927,Community of sellers,Psychological Contract Violation with the entire with the entire community of sellers in the online marketplace.,,,,,,,,,
,6822,,,,,,,Hypothesis 2,Psychological Contract Violation with the community of sellers decreases a buyer’s trust in the community of sellers.,Psychological Contract Violation with the community of sellers,buyer’s trust in the community of sellers,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,Regular,24927,,24929,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24929,Trust in community of sellers,buyer’s trust in the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 3,Psychological Contract Violation with the community of sellers increases a buyer’s perceived risk from transacting with the community of sellers.,Psychological Contract Violation with the community of sellers,buyer’s perceived risk from transacting with the community of sellers,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,Regular,24927,,24931,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24931,Perceived risk from community of sellers,buyer’s perceived risk from transacting with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 4,Psychological Contract Violation with the community of sellers reduces buyers’ intentions to transact with the community of sellers.,Psychological Contract Violation with the community of sellers,buyers’ intentions to transact with the community of sellers,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,Regular,24927,,24930,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24930,Transaction intentions,buyers’ intentions to transact with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 5,Psychological Contract Violation with the community of sellers results in lower price premiums for an identical product.,Psychological Contract Violation with the community of sellers,lower price premiums for an identical product,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers,Regular,24927,,24932,,0.01,Negative,,
,,,,,,,,,,,,,,,,,24932,Price premiums,lower price premiums for an identical product,,,,,,,,,
,6822,,,,,,,Hypothesis 6,Transaction intentions increase a buyer’s actual transaction behavior with the community of sellers.,Transaction intentions,actual transaction behavior with the community of sellers,,,,,,24930,Transaction intentions,Transaction intentions,Regular,24930,,24933,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24933,Transaction behavior,actual transaction behavior with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 7a,Price premiums increase a buyer’s actual transaction behavior with the community of sellers.,Price premiums,buyer’s actual transaction behavior with the community of sellers,,,,,,24932,Price premiums,Price premiums,Regular,24932,,24933,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24933,Transaction behavior,buyer’s actual transaction behavior with the community of sellers,,,,,,,,,
,6822,,,,,,,Hypothesis 7b,Higher transaction intentions result in higher price premiums for an identical product.,transaction intentions,price premiums for an identical product,,,,,,24930,Transaction intentions,transaction intentions,Regular,24930,,24932,,0.01,Positive,,
,,,,,,,,,,,,,,,,,24932,Price premiums,price premiums for an identical product,,,,,,,,,
,6822,,,,,,,Hypothesis 8,Psychological Contract Violation with the community of sellers in a marketplace decreases the buyer’s perceived effectiveness of the marketplace’s institutional structures.,Psychological Contract Violation with the community of sellers in a marketplace,buyer’s perceived effectiveness of the marketplace’s institutional structures,,,,,,24927,Community of sellers,Psychological Contract Violation with the community of sellers in a marketplace,Regular,24927,,24937,,0.01,Negative,,
,6822,,,,,,,,,,,,,,,,24937,Perceived effectiveness of feedback technologies,buyer’s perceived effectiveness of the marketplace’s institutional structures,Regular,24927,,24938,,0.01,Negative,,
,6822,,,,,,,,,,,,,,,,24938,Perceived effectiveness of escrow services,buyer’s perceived effectiveness of the marketplace’s institutional structures,Regular,24927,,24939,,0.01,Negative,,
