Ranking,Percent Helpful,Author,Total Reviews,Author ID,Helpful Votes
7238,0.91,jtvt,119,A1OAUMKTW2CM7W,4077
7239,0.81,BOBdotEXE,129,A25KZDHFZKWC4V,694
7240,0.95,Sabinchen,87,A89VO4WQV5E19,594
7241,0.86,D. T. Socci-Brown,357,A31W55J90T8NFF,597
7242,0.88,turtlex,224,A2A1HDK1NXG1S2,3620
7243,0.91,Mark,31,ALDMONSV4E3XX,1466
7244,0.93,M. Shell,227,AUFFMGRQN4RHV,646
7245,0.83,Minerva,221,A2AYFDYDG8CKD9,416
7246,0.97,"""Big P""",30,AJPHBHRJ5P0OB,2261
7247,0.82,Shelly Itkin,460,A343Y76WJTBYP6,1423
7248,0.79,Colette Christiansen,587,AKVXKMOLKVQCX,297
7249,0.93,Anna B,59,A1PCLLMSUS2F4H,656
7250,0.94,Kat,41,A2U65ECXKEP4PI,929
7251,0.77,Just ask me!,817,A18GJ9MYYO6GCQ,1394
7252,0.89,RoloPoloBookBlog,394,A2QC9Q8EVBI6D1,732
7253,0.94,ubat,227,AK3GKIV8DEY8B,2125
7254,0.88,Marino Shauye,202,A35BVGH5X6Z4QH,1075
7255,0.88,Lisa,258,A3S96B2GBP04N2,1604
7256,0.82,JR Reviews,521,A316NQCH21EZER,237
7257,0.88,Erin Satie,314,AXHEVH3H93VV7,3867
7258,0.97,Kindle Customer,47,A1T3A4BUCMGLWT,426
7259,0.84,Obiburner,144,A3I6HYTU037QBA,1221
7260,0.93,Amazon Customer,157,A1Q6GQO4SZ2Y48,435
7261,0.92,Carol Smith,313,A1VYZLUB3UXCR1,402
7262,0.83,The NapTime Reviewer,366,A216PRN57HE6QA,278
7263,0.81,L. Maynard,458,A38H4XCCPLRF93,1394
7264,0.85,Rita,569,AFCQPI0XYODZD,470
7265,0.9,Paddyaffleck,50,A38M94M6PQBBJY,556
7266,0.85,Thew,464,A215IN14OKAE2T,1107
7267,0.93,Alan Majeska,341,A1GPDE0SVI2EUP,2344
7268,0.73,mateo52,737,AMUP8DYE7EAN2,2603
7269,0.64,Nikki Douglas,370,A1898U6W2QMOLS,2034
7270,0.93,Lost John,232,A10URBQ3W2KW65,835
7271,0.86,Dena,643,ATH2IP3OUVMY6,497
7272,0.78,C. A. Boswell,509,A2AOW20EGSCAY2,1020
7273,0.88,Lifehack G,138,A32Y80QHW4SNY,684
7274,0.97,cheineking,39,A21ZDXVEPQHSE6,1073
7275,0.89,Dr. Z,448,A275L12XC23G9I,700
7276,0.92,deborah L,96,AZA135L22S9VP,351
7277,0.93,POKER4FUN,110,AAHMHU6NVAWHG,840
7278,0.89,Amazon Customer,80,ARSWIFGUAZQCV,944
7279,0.88,Danno,445,A2JLSHTST2SP1I,3153
7280,0.73,Nicole,690,A15BE5SERDC5ZV,255
7281,0.81,Mary Jo DiBella,419,A15J71JLC29KPW,1662
7282,0.84,Gankaku,296,AQ5A10N61H758,1208
7283,0.85,Upstate New York Reader,378,A2FYFIOX4A45NQ,798
7284,0.87,S. Mayo,176,ACVQ6OMN2T773,1932
7285,0.77,Tristan A. Hayes,540,A16I1TNBSOLQFG,1224
7286,0.85,Maryann Anderson,366,A12DF8QSZGWVBW,769
7287,0.87,Melanie F.,94,A3OG3PB8HW0D05,447
7288,0.89,Kirnex,115,A35LMHYDT1ZR5Y,1101
7289,0.84,Casey,197,A8Y2C9IKW1YD1,523
7290,0.9,David Peters,202,A3V20U36JZWEW,418
7291,0.8,Marty Nemko,233,A2XTTBXNX2FKOT,1294
7292,0.93,Red,83,A1NHZHMPF26ZQV,1902
7293,0.91,IBCotts,59,A1NSN3C3DE8YW2,1998
7294,0.85,sunnysideup,338,A3SOJ5T0FJ0WUB,264
7295,0.85,Orchid Lover,262,A3EU21JSI4F2QH,702
7296,0.91,doctorsirena,251,A16I6WJUEBJ1C3,1771
7297,0.79,Ron Baker,954,A1TA5QYECZP1L1,453
7298,0.88,Annabelle,120,ALPDNNJCJ22DG,846
7299,0.95,jcgoobee,39,AFEIDDS1U2U3O,3280
7300,0.94,John K. Gayley,246,AF77PSQW3ERPG,699
7301,0.78,T. Durden,111,A3FMX1WS3BVXIB,835
7302,0.84,Erica E,224,A2A1W0SZRWHVC2,434
7303,0.93,Sandy Lynn Stevens,100,AF3E59VMPKTMW,554
7304,0.79,ravenjoe,1183,A2L0NZR1CSYSBP,281
7305,0.72,Thomas M. Sipos,594,A3JTBJC5WSEZ7Q,2438
7306,0.8,Clint Walker,524,A13E849LQCS1BN,832
7307,0.85,Rich Stoehr,481,A2H9UO8RYFX5MB,2765
7308,0.74,Tina,1323,A1K4S4MWXI9E9M,897
7309,0.95,Sibyl Mory,247,A23FWV6BVWULSE,483
7310,0.86,R.Suarez,432,A9LNWA25IM2DX,1989
7311,0.85,manda600,159,A2PAC9IAV4RLWV,711
7312,0.86,Jessica G,298,ABTOB7E1A8FFE,434
7313,0.91,Brian Koch,381,AGXV8E7XK9J6H,3893
7314,0.86,D. Milliken,78,A2BC625J7XIY2C,182
7315,0.93,Robozippy,188,AVEK552RPANBO,760
7316,0.82,Michael J. Greener,242,A2PIG1YPR7XTVM,524
7317,0.88,Smilin Sam,191,A1G5MI2KREPEIB,944
7318,0.78,Sally,157,A3IMO9BL5R9E9I,358
7319,0.92,Gary Covington,693,A2RWGW6TGUX7E5,2749
7320,0.82,Wanda,1151,AGSVJM3JA24FV,1313
7321,0.8,Jenn,173,A2HZKFKB8UJJ3Q,308
7322,0.89,karla kenyon,253,A222Q6MHVJ43A9,295
7323,0.77,Tom Sanders,259,A20NUW4T1DB7UQ,2570
7324,0.93,Madison,60,A1ITMPDRAY5V3W,466
7325,0.79,Urban Fantasy Investigations,843,A246GZE5MZKHGL,1099
7326,0.75,Kat,559,A1PH0SIPRL5J5Z,755
7327,0.82,DonnaC,304,A2L2D4DZLT284V,454
7328,0.93,AgogoLive,337,A3V2ESDQOBDOWM,1168
7329,0.94,chi town,143,A30GJIK2E06C9E,525
7330,0.81,pseudonym,428,A5II29J0V20A1,794
7331,0.95,J. Black,59,A2YMHHRV5ZIRKM,647
7332,0.82,BAGS,269,A2PXDVKKE8TFZV,950
7333,0.81,Joseph Kohout Jr.,242,A35I428M5WAT5Q,1500
7334,0.91,Keith Rule,164,AW4GC20Q3F1ZA,2340
7335,0.96,Mary Mac,52,A2T8Q39O4DYK8V,778
7336,0.93,Paula Vince,221,A1CD29SRFNFHU1,375
7337,0.74,Blessing 2015,1024,ATBKTSVMI1KG6,375
7338,0.81,Roger Farnham,222,A2FU3HUKK4PFM8,1445
7339,0.8,PblcNm,602,AV2EJK0DMD8IQ,316
7340,0.86,Mignon Mykel,547,A394JWDDUIMJIO,308
7341,0.78,Morgaine Swann,449,A2V4P6IRCK1P70,1188
7342,0.93,Raleighphile,231,A19YS2UWGDR6WM,1124
7343,0.86,Chuck,59,A13T8CZCNEUQ02,656
7344,0.91,Sheila,202,A27BMFKOEIHZUX,718
7345,0.89,Midnight Attic Reader,578,AAATLN9UJSA3G,662
7346,0.92,Sue P,419,A354MOJ56YP5Y8,475
7347,0.88,ChaosMom,331,A3AYOQT5YJBKPD,248
7348,0.91,megana,78,A2DYAF115W27BC,435
7349,0.87,Penny,101,A3FZRXWZ8ZO5EW,336
7350,0.87,Mind-Body-Spirit,266,A2BPFPVOWCTKDJ,4091
7351,0.86,Xkoqueen,323,A1M51OJCO8BYYM,730
7352,0.85,Lisa at Fresh Eggs Daily,257,A3GFRWTNV7QO8E,408
7353,0.85,Elizabeth,351,A3QOK68RA24N9M,1436
7354,0.82,1075sticks,502,A37IHRVO8JWYF2,1457
7355,0.82,Charles Eric Pate,389,ABO4EHAAELCXN,265
7356,0.86,Kennedad,35,AH0J734I224G2,734
7357,0.92,Teena,202,A2JFMZEVGTZF3M,1053
7358,0.86,Mary Forster,448,AKO0U1HLPFGYX,502
7359,0.89,Donald Hunt,381,AMTFOMD0F4KZQ,556
7360,0.87,Dylan Pitcairn,154,A2VZGCHG3KNJGV,395
7361,0.84,chb-book addict,877,A1JXLTQ5VWPGGV,942
7362,0.67,Jeffery Mingo,1985,A3MWYPZBKL1NJ,8217
7363,0.87,JMS,87,A26GPX1IFG8O75,2300
7364,0.86,Heather BookSavvyBabe,381,A2WAERNN7HSU1M,2031
7365,0.74,Michael A. Newman,1181,A1CDNTB7377YH2,4365
7366,0.86,Kay,273,A6IUU49MBS22E,331
7367,0.93,Sean,172,A272IF1954KYKY,370
7368,0.84,missmickee/bookreview,317,A1A0EYOH42GUH1,855
7369,0.79,Buck Wheat,213,AME7KWUQTLF1H,778
7370,0.87,JoT,703,A1ENV91MFAEVA3,560
7371,0.94,CA reader,75,A3H9NI5FUXYATL,2388
7372,0.89,G P Padillo,448,A1VJ7HYM1EC94M,6958
7373,0.88,Night Owl Reviews,514,A20Y0TCBU79GXU,579
7374,0.92,A. Karlsson,174,AXYZO5MK2X9H0,886
7375,0.97,T. Anthony,36,A2PKDX7AKXKI2A,500
7376,0.94,lorigonzo,396,A3G1XMJZC77GDB,410
7377,0.88,moonlighteye,158,A2Y5Q0LK1OGHET,1111
7378,0.86,David Kinchen,211,A2P87NZWOXJ9YP,2716
7379,0.92,D. Ro,174,A2KB402X85NQML,1243
7380,0.9,James Thomas Jeans,68,A21H1P3QQ6WEX6,1100
7381,0.77,KRM,120,A2M4IC5U83TNYV,449
7382,0.92,M. Carson,143,A1G1PJNPWIATXX,336
7383,0.88,E. Comella,233,A1HQ5MUECRGJXU,403
7384,0.86,Jeanie,416,A3BQI23E5FQP7I,447
7385,0.74,Aaron R,612,AV34KNYW82YSS,382
7386,0.79,JoAnne Goldberg,230,AR9GZ8B7NJJPN,1428
7387,0.89,Alexa T.,22,AYOPZ903DKQIS,1963
7388,0.84,Luke,56,A1KKZAFNHHIXMO,639
7389,0.86,Gee Smart,78,A1QMARDM7M9NNR,1133
7390,0.82,pekinman,359,A8IHLMGDIOK8L,1023
7391,0.87,Bonnie Neely,723,A36F8TTQHLAXGM,3165
7392,0.83,Holly,622,A2IITMNU3ZLUTU,1479
7393,0.89,Cee Cee Drew,219,A1ZRD3WNHP8O3T,624
7394,0.85,Mamma Hen,160,AENF5S9ARWKO9,339
7395,0.81,LVesper,781,AWXQORMZ3JY4P,416
7396,0.88,karn,572,A1X6NTLNNGVIAF,611
7397,0.94,Drsonnya,25,AIZ37G3MCOF5B,1036
7398,0.85,C. Perrine,308,A3TKRQ7WIU1RG7,369
7399,0.92,Amazon Customer,94,A8RZ4KKXBX5NQ,679
7400,0.83,Thomas Martin,380,AL0L3LE7VYUNQ,1530
7401,0.89,RCM,796,A1NC9AGZOBI0M1,3401
7402,0.83,Bill Baity,154,AYRP6LYB2JQXU,915
7403,0.75,Orgainc mama-san,461,A3W43ZV9NIVHCE,833
7404,0.92,Alec,152,A3TTW6GG4B2ZZU,255
7405,0.84,Mel G.,404,A2IYYVS699R010,249
7406,0.91,saturday mourning,896,A8K5I4MF6QCGJ,377
7407,0.77,Mac_Cat,403,A2KAOIY8M4D044,591
7408,0.85,Rachel M,460,AH62R547L3FQT,478
7409,0.75,The Man in the Hathaway Shirt,550,A3AUECYM0M0YSX,6953
7410,0.93,Alima Livzletlivz,323,A2RCOVCHY5RQN,525
7411,0.98,VeryCherry,53,A1RW6839MQQJBV,433
7412,0.77,Robert Hayes,405,A3VO05LD5WSO9F,585
7413,0.86,John D Hillmer,432,A3T8WOFS5RD2IR,1386
7414,0.8,Fredddd,475,AQE2B2QSZG0HY,657
7415,0.76,Eric C. Anderson,314,APRP8UBWTQ15J,663
7416,0.93,Christy M.,233,A1SZA47YL78JBO,425
7417,0.91,Anastasia,309,A3JTLUMZ7BBOPE,524
7418,0.86,Mrs. Sean Maguire,292,A3S73VLN1KOGEY,1000
7419,0.94,Raemey,109,ACRL36N43HGB2,569
7420,0.87,Kawehi from Kawehi's Book Blog,330,A2MUYZCYMA2FJ6,485
7421,0.91,Graham,1170,A17D04FHC89DLJ,767
7422,0.92,NC10735285,175,A3GI2Q50RKE7J8,356
7423,0.82,Marion,498,AOV9AIX4UE5BB,5220
7424,0.9,N. Roberts,142,A1Z84RMLZPWFZV,317
7425,0.91,Gary,119,A1W4TBHI5V81Y8,641
7426,0.86,Nicolette Steele,289,A3FSWT60MFE363,658
7427,0.86,April Blake,401,A37RIRXE3WECZ,1545
7428,0.77,MyReviewForYou,938,A1K39IG6LJ4VO1,384
7429,0.92,none,97,AH6TAJC9PQOV6,794
7430,0.97,Frank Scozzari,267,A2WPEGAY90JXE2,400
7431,0.92,wordsandpeace,137,AVZI169F61WTQ,387
7432,0.84,Valerie StuckInBooks,463,A2G2PUX1JP4RZR,621
7433,0.96,Dustin Williams,133,A119S8FMR47N2N,1100
7434,0.9,Bob,329,A1LHMSY3Q46PJS,1855
7435,0.76,Indy Grandma,556,A231RHRNN5AA83,327
7436,0.85,ibstylin,771,AHJU7QGUXSVEY,1012
7437,0.88,Mike.the.kraken,194,A3J20HDHEMAS4U,960
7438,0.91,HeftyBanks,138,A2RWYES3CONJQH,228
7439,0.81,HolyCow,215,A35VOMDKKO3TOY,1045
7440,0.92,Sognatrice,254,A2928VAUPHJ758,383
7441,0.9,Stephanie Crawford,121,A2VQVI5X3VTDT3,1233
7442,0.87,Jgtimm,621,A1DWI3TBD5RZ4J,488
7443,0.94,WildeKatza,67,A20PUS4XKCQNHQ,493
7444,0.95,Pri,71,A35YEABW3T8OP4,1108
7445,0.83,Norma,651,A1MUZQJVSQLLK3,315
7446,0.88,Brenda N.,222,AO9M2LQPKQ2TS,604
7447,0.93,Ken,49,A1CTVZ3W8XZWZ9,1616
7448,0.93,KfromTX,118,AYQ57IC2BS6MM,814
7449,0.85,Donna Briody Buccella,719,A3VH7FYU7GXUBE,619
7450,0.96,DJ,90,AHMIXQ9CQ1MRY,1383
7451,0.87,Jazzy,373,A1YUNDULXANI5N,350
7452,0.86,SR,166,A15MAMC4Z6WAWC,803
7453,0.89,Keith in NY,232,ANMA1H8LGEVBF,1079
7454,0.87,Christina Lockstein,1343,A24H4WUFUDPTAA,5633
7455,0.78,Eric T,189,A27BM0VZSVKXZD,782
7456,0.85,kdea473,565,A3UORBSIKQ56ZB,1398
7457,0.67,Joseph H Smart,432,A2Z3643FSM4PAQ,1353
7458,0.8,Amazon Customer,420,A1RLYCQVO9OJ0K,630
7459,0.92,Elle Michelle,115,A4OKPJMRDC8CI,492
7460,0.92,Charles Seiler,53,A3JKKA12IN56I1,1120
7461,0.88,Reader2,187,A1KKLLP97D5OTP,348
7462,0.97,Daniel Segal,15,A715QL9DN4OBE,1563
7463,0.93,Pri,56,A34D626U4JYK99,884
7464,0.79,Don Uhrig,118,ACE3DIGT4JL6V,913
7465,0.92,Photos,388,A197T2N6RU7K56,2677
7466,0.72,Crystal Sin,2120,A2Y0U71LWG5W2B,842
7467,0.85,Ellie B.,408,A2FQZKL2KIZACO,336
7468,0.7,Ireland Mom,393,A3I43PYBXWCKNW,856
7469,0.86,jen,176,A3DABNO1HS997Q,822
7470,0.89,Abby Iseminger,262,A3NRCSV0G9S8KU,184
7471,0.82,cathairetic,407,A3J8NLUACXHVWW,629
7472,0.7,phengy,1484,A2689LGJJXDTPC,476
7473,0.83,Picturesque Music,296,AAV3HU72C3R3G,2157
7474,0.89,Jason Kanz,230,A17IJJD3SYQR58,433
7475,0.75,MadMacs,464,AIY4H4KWR2KWZ,1596
7476,0.83,Anna Mills,549,A2XM5ZWCA8EQO2,278
7477,0.78,Michael J. Troutner,252,A2Q3W6WA59IKA,675
7478,0.84,L. Stark,456,ADP2GX1QS1IP4,600
7479,0.85,jfer,413,A3M2GX3VC55Z32,353
7480,0.85,Jonathan Weller,675,AGGP8FKBFDHL1,638
7481,0.69,E.P. McLean,719,A3CQLQXVXOKLWL,840
7482,0.88,I. G.,305,AK2CXHH9VRZ2A,874
7483,0.78,B.E. Love,582,A1CXGXJZZ3AXR5,1052
7484,0.72,Sylverdollar,853,A3FA78E0G3G4GQ,945
7485,0.93,MarieM,312,A53SFT18AWL1X,421
7486,0.8,Kent Price,207,AGMSR3RGOCYEI,873
7487,0.9,Anna Corrington,561,A26BY50WJ14QYJ,184
7488,0.85,Kim Sowards,699,A2735JIVUDTBZ0,557
7489,0.86,ML-L,200,AWRMRVKPJSZ60,454
7490,0.95,Dragonling's Mommy,58,A3LENTSWM0X7LL,1741
7491,0.9,KmVictorian,159,A313TK86BVK14S,1207
7492,0.9,Kelly Pepper,145,A3ULJAZZR6YH67,333
7493,0.89,Peggy Bowes,208,A1RX2N300NHQAF,580
7494,0.94,A. Hamilton,82,APJKXPVVM1QQU,424
7495,0.96,Sky,111,A3KZUAARG8X0ZP,522
7496,0.92,Bill Esposito,221,A2ZVLCPEILZ4B4,392
7497,0.87,Melissa,211,A230CAH5O7B9FQ,658
7498,0.76,Paul A. Dietrich,487,A3DYU7JF5ZPRJR,585
7499,0.92,Rachel Hamilton,302,A12UMMBY3V99EK,545
7500,0.9,Amazon Customer,267,AUSROBWTBQ2FX,302
7501,0.79,DarthRad,238,A2I2DE1DJUVQOO,5363
7502,0.91,Jessica Taylor,476,A1DQTBHKB2WW2H,728
7503,0.84,Kindle Customer,341,AKN40DPD84M5R,509
7504,0.77,Emma Gat,614,A1X64HF17UU8TX,644
7505,0.87,D. D. LeDu,288,AZWOQXRCS1WA6,744
7506,0.91,St. Leigh 2.0,288,A3V8NKGRACLH0N,605
7507,0.89,Retired Navy Guy,245,AKN6V9Y0YH421,1389
7508,0.79,Night Lord 40K,96,A3V7F58M4ZXHIF,818
7509,0.89,S. Burgess,290,A1ZGAHFCNZGPLB,384
7510,0.87,P. Patel,123,A3GEVVUZ4F87GR,521
7511,0.76,Kane's Review,344,ASCR6RUWOU1F9,681
7512,0.86,DD Gott,547,A3CJ3VQ76GFU0,472
7513,0.81,Amzreviewer33,753,A1S8JULID0E0W0,249
7514,0.82,Kindle Customer,1097,A3ESFCDE13IMH4,567
7515,0.95,Koji Kadet,62,A2Z7JL8SB49QYM,605
7516,0.69,Cheryl Koch,2430,A27R2V3WLS43LP,4572
7517,0.77,Jackie Paulson,797,A2820FVK0ZMY9W,844
7518,0.91,MGB,123,AO8SL8T5I5VPM,1412
7519,0.85,CUDEN,105,A39Z3MCK424YW8,527
7520,0.88,MJSanders1021,539,A2FHBHNKHRDS72,545
7521,0.88,Krykie,432,A36B7TZNERS5IW,5353
7522,0.9,J. Yu-Sian Wang,142,AX04H2SPKO02S,2406
7523,0.87,Gina Central,307,A3IMBPNQYEZUWC,361
7524,0.85,Jason and Melissa,325,A3B9WUQQ570NSG,202
7525,0.83,Gloria Feit,630,A21AH7XBX436AS,1138
7526,0.8,Amazon Customer,249,A2VGXB6X0L90S6,797
7527,0.9,Kimchi Cakes,180,A37YNUNFD6ZZS9,519
7528,0.83,Kevin J. Loria,464,A27P0MW8TE1JQP,5084
7529,0.83,Randall L. Wilson,227,A3C2ED485O47L,1792
7530,0.8,Mike Curl aka RedonKiLaus,583,ABPP6J9PWJ25O,617
7531,0.92,G.C.,485,A30IQE4G73MT80,679
7532,0.82,Abraham B,121,ABNGW47HVADAV,799
7533,0.9,Grandma Barbara,251,A1KZX8NQGEEQJD,440
7534,0.93,JT,36,AB8XHL6HWTNXP,626
7535,0.75,North Texas Girl,266,A6RCJJ1HCN84R,747
7536,0.93,Bookratt,227,A1FRBG71Y7L7PB,1628
7537,0.77,Kid Kyoto,749,A36E1WMU0OLNB9,2092
7538,0.84,Lynne Spreen,208,ANI27DZ63ERTJ,650
7539,0.79,Rocky Raccoon,871,A3EE0H0NWQ9QVL,6118
7540,0.87,James Denny,267,A28Z7CSEO7QSBO,1029
7541,0.81,AnnML,289,A2YDJ928L04Q1C,397
7542,0.88,resilience,324,A1USU30Q9OC8GK,400
7543,0.8,Cathleen M. Walker,434,A27DHFFWMH042Y,4326
7544,0.95,Jack A. Loganbill,122,A1FK7SAYDEVSRV,463
7545,0.84,Dwegs,149,A296QED1MV1V0J,1032
7546,0.91,Beckymmoe,566,A10SXQMQBJ2L,608
7547,0.81,J. Groen,336,AOT86E19KMKOJ,2226
7548,0.96,Kat,79,A2B6GAUQCHCWMA,1403
7549,0.87,Ms N. Boone,164,A3HVU562SSVP8Q,651
7550,0.88,Kris,332,A2DUSFTO8MK1AP,397
7551,0.93,S. R.,138,A2NXAV1SNXWA9H,2251
7552,0.8,Mentally in Paris,413,AN2CU1YP12J4U,1565
7553,0.79,koolada,480,A2WE8U50N0KTSF,227
7554,0.93,petula winmill,418,A1HF0TDDKW7J31,311
7555,0.9,drdanfee,461,A1KGQ62P8SRBRH,4128
7556,0.94,Anibal Madeira,399,A1N16EU00XJWRD,912
7557,0.96,jonesey0930,31,A294YDENML9N7X,850
7558,0.9,T. Scarillo,220,A3RICVFW2YD1LZ,1842
7559,0.84,Matt,193,AWFRP56DMDAP2,343
7560,0.94,Stephan S.,150,A1DLXO4Y5TOSXJ,396
7561,0.71,Kevin M Quigg,1354,A133ZC2Z8MAIED,4273
7562,0.89,SarahR,222,A3SGRLT3AYY56L,695
7563,0.91,Bret Pehrson,206,AN503ACH2N949,534
7564,0.9,KPBaudoin,557,A322AOTMV72JED,560
7565,0.89,Me,87,A1PBUNS47TN3F,586
7566,0.89,IlPrimitivo,293,AQ3IN3MRXQ5KH,1710
7567,0.86,Philly gal,319,A39XAXOXLQODNC,1820
7568,0.85,Mina,177,A1R72I5WAD65BT,607
7569,0.85,WILLIAM WOOD,261,A21FO8HXJECL08,785
7570,0.92,S. Frank,459,A2RXZV4RRL46X5,487
7571,0.89,BL0WFISH,122,ADY77TC4P44KX,393
7572,0.94,Vinya,126,A1FNVXNEPWBZRR,2437
7573,0.91,jan,254,A1OKIVED4RU7F1,501
7574,0.9,Paul Frandano,172,A1A4URTS77JHWN,2528
7575,0.92,BENJAMIN MILER,767,A2JJSCIGPZDWHI,3693
7576,0.82,Marke R. Weeks,365,A3QGL4W4KC6I45,922
7577,0.78,Felting Mom,363,A3LLJTKU4USS6O,700
7578,0.91,NiteOOwl,305,A2N3UF4KPCZFXB,1026
7579,0.96,haggis,76,AMIN22YY2F1LO,394
7580,0.89,Lady Action Fan,189,A7QLUVAWPL0J9,1569
7581,0.86,Jill H.,760,A2MMDV260HV1PZ,510
7582,0.86,Daniel B.,159,A3JW06DZ1S5E2H,476
7583,0.78,Nikki W.,571,A3LHIRT4SR3F9T,1366
7584,0.88,Kristin,183,A2YV8GYPCN5PAM,1246
7585,0.76,Kristy Hinchey,727,A2RLBL9IRNY7U5,279
7586,0.79,Cook & Collector,271,A2MG4VL89OZ3VU,1194
7587,0.84,Schwartz,300,A27ADCSD15F3GL,1317
7588,0.75,Judith Paley,420,A2TOPNOYV52Q8K,1068
7589,0.91,Max Yuryev,64,A13T3S3H9G0J5Z,527
7590,0.89,Grammy Sal,82,A3JEXOA60RNDZS,1026
7591,0.95,Amanda Holley,167,A1WDH8O30ZC16S,236
7592,0.86,Di Hickman,196,A44RJ319ZLWJV,339
7593,0.87,Michael Yovkovich,374,AYO1146CBIV5C,1028
7594,0.86,SroseO,206,A3DTVMQGMNLX26,397
7595,0.95,Britt Du,103,A1JW2VI0FGYO7F,1090
7596,0.89,Frank S. Jakubecz,81,A15SJZJ6TFT5H,1831
7597,0.89,Ralph E. Vaughan,378,A2GWN3X19W2AMH,368
7598,0.72,Juanita Williams,1035,A3BPWJS0OOPX2H,527
7599,0.83,H Waterhouse,316,ABMSLHPKJJMYM,1128
7600,0.96,M. Ross,214,A9RTRKZM3IEOY,5649
7601,0.92,Elle Emme,302,A1QTIXS7WEGAQH,487
7602,0.85,ShoppingOasis,476,A1Y3FEUELH3FTI,333
7603,0.78,Sandra Renee Farmer,436,A1KZ6HQPP5S5DN,471
7604,0.9,Kuzlin,245,A2E6Z21KCFUW01,438
7605,0.85,S. L. Majczan,345,AHBU2B13R5SVF,504
7606,0.9,Rich56,195,A20UU4506ECYTV,571
7607,0.83,Chrissy the Stooges Woman,156,A2Q4NLHQ6ALWXJ,2112
7608,0.97,icheckemout,93,AXC5N53Q3KJD9,473
7609,0.82,The Unknown Reviewer,420,A103S8J3919TX9,297
7610,0.89,Perry M. Rogers,105,A6Y7658A04MTT,957
7611,0.85,T.S. Ward,368,AX4EJPMBBNP90,1241
7612,0.9,poofier,147,A34KXKL8AA6ZY4,1140
7613,0.78,Relentless,263,A2M4PQPBV45U71,2208
7614,0.88,Rebecca J. Hulit,150,A3RXDILVWRBXJC,681
7615,0.95,Akamai22,163,A7D2TLDGXHQXS,859
7616,0.93,Love 2 Read Novels,546,ADKZ9W8ZABB2C,1330
7617,0.81,Ardeal,474,AP6L54VTCJKCQ,1445
7618,0.9,Junster,556,A2BGLAUV7ZA3U,352
7619,0.72,gpat65,725,A217CC8F7N5717,891
7620,0.83,Coach D,481,A2H1AAYVZDQGCE,937
7621,0.96,JLC,91,A2MHN2AI7FGPWP,649
7622,0.92,Judith Tulloch,555,A1L9WQBSQ5SEFE,447
7623,0.91,Nicki813,121,A1VOJPDG6HEU4C,265
7624,0.87,jrc,154,A1W8QNUHI4U2FQ,1710
7625,0.97,cranraspberry,107,A2B5AY21GY7QT5,372
7626,0.79,Majik,268,A7829CRHD25WU,934
7627,0.82,The Book Reading Gals,662,A2FR2X7OD3GNAY,607
7628,0.86,savannah,168,A31UEX0A2FFMGV,304
7629,0.89,Lianimals,243,A1WW7HD6IWR36R,493
7630,0.74,OtherWorlds&Wisdom;,435,A27G3XOXB02R1C,1733
7631,0.7,Niki,324,A1QG3YUNJ7WYU,392
7632,0.76,Amazon Customer,257,AA25V8QOWGQO3,459
7633,0.67,TruthSayer,361,A1W33FQTKYHWM,1787
7634,0.78,Spaceman,210,A1YAHJA7AYH58P,567
7635,0.98,MeaganEmily,61,A35HNOJOWCXHZ5,380
7636,0.89,Amazon Customer,215,A3S3KU23F9TAAP,411
7637,0.89,just a girl,206,A2R9BIFB9Z5NV4,369
7638,0.82,Jo-Anne B.,487,A37Q71Z1BE6V9,366
7639,0.81,Michelle Peters,333,A3LLXXNUDQ8UG7,259
7640,0.87,-TMcN-,198,A1MFO2DXH2C2B5,1241
7641,0.94,A. Buyer,189,A3RP68J125MBQW,549
7642,0.9,ZhemJZ,120,A14KEJHC1GLU0R,404
7643,0.91,Cheryl Sanders,676,A10WR0ZWDHWYI4,519
7644,0.93,Tracey P.,373,A205V7DYXOH7B9,420
7645,0.77,Jonathan R.,138,A38D3PCJ6KEK63,378
7646,0.86,Donald DiMaggio,157,A2TI0CVHOSN2WO,341
7647,0.86,John K.,361,A1F5O1USOUOOXI,963
7648,0.8,Bernie,1795,A2Z3DQ7P9JYRLG,524
7649,0.9,cs,291,A3PKQNBMZMQEZK,387
7650,0.9,Baron,84,A3J0PMHOP3LPET,456
7651,0.83,Adam Petrone,155,A2YRX8J4WM5BRX,2112
7652,0.95,B. Smyth,139,A3W4RL88B1P12R,518
7653,0.88,Elana M. Wilkins,173,AL1HK3GRQF4RZ,856
7654,0.88,McReadsALot,134,A2CZ32BEORCEPX,1216
7655,0.93,Renz004,39,A2VA3JHSOIQY39,776
7656,0.84,Stephanie C.,710,ABTW8AR43YNVI,878
7657,0.7,Lupine Smile,696,A2S3CQ90I4DQVX,559
7658,0.91,gigis,362,ACSJTKMXKU1M6,391
7659,0.72,TwoDoves,1003,A3Q3MV5ILSDUGQ,506
7660,0.9,Sharico,166,A3NNVK7ZZ5NHN1,443
7661,0.73,BookWhisperer,874,A2QRFHJ2MOY662,1082
7662,0.93,celestialbev,199,A14JN1AEXWF2EF,238
7663,0.94,D. Orlando,76,A3LLDALH9AFJJM,553
7664,0.8,hesty24,272,A8CKMK1CJM0X0,486
7665,0.91,Mr. Amazon,123,A1UAAH7GB4W4HS,561
